circuit_hash,energy_error_per_edge,exact_tvd,graph_family,logical_id,marginal_mae,n_qubits,neural_total_ms_65536,p,zz_mae
ccc02d351b905f3ed865657ff6ecc3d6fb5e83d872788bcac175b2484bd5219e,0.04649805277585983,,random_3_regular,m3:random_3_regular:n18:p1:g92000:a3,0.0044038561172783375,18,387.609083,1,0.09299610555171967
c964394520358f4d8ae8ac21c5b58c8a86d519530c5897813523f6ed43a2070b,0.0484398752450943,,random_3_regular,m3:random_3_regular:n18:p1:g92000:a5,0.0045615304261446,18,376.19675000000007,1,0.09801454842090607
9017dd77c8d46e4ae0833ebeb540661b56cf6bd71a592e4e99b9642f03d813f6,0.015236183069646358,,random_3_regular,m3:random_3_regular:n18:p1:g92000:a7,0.0031500922050327063,18,375.285584,1,0.0406426340341568
276e24423407a305779ff9dd618c1f3c5d81220003b86186bde12e06c55aa487,0.018221255391836166,,random_3_regular,m3:random_3_regular:n18:p1:g92000:a11,0.0021684435196220875,18,376.261917,1,0.03644251078367233
4bc03927d0b15a2eb01191f1460b5fae74191f39a02ed9c1c7c4ffde921e895d,0.0512610524892807,,random_3_regular,m3:random_3_regular:n18:p1:g92001:a3,0.0054567125625908375,18,372.16766600000005,1,0.1025221049785614
2daede2f456e1c1c8b223cde7f10f0688a0d4d3fc1b96e042bca0f52b703b424,0.03573156148195267,,random_3_regular,m3:random_3_regular:n18:p1:g92001:a5,0.0049285888671875,18,380.613541,1,0.0766533762216568
9a638d801e7a5290c1e873bd204d3c35bd10e113b41ac9379d398a3be7fb917f,0.009852091781795025,,random_3_regular,m3:random_3_regular:n18:p1:g92001:a7,0.003322177566587925,18,379.891167,1,0.0467698834836483
77ff497eace1943ba818963769c07380b0fbee95272fb796825cf9d42b34308a,0.019766347482800484,,random_3_regular,m3:random_3_regular:n18:p1:g92001:a11,0.0024973552208393812,18,384.65008400000005,1,0.03953269496560097
41076bb4c1f9a282589d613215cf708b44bbfc88aae53255469d6ea623d1900e,0.005129213910549879,,random_3_regular,m3:random_3_regular:n18:p2:g92000:a3,0.002850002609193325,18,376.899625,2,0.0151502825319767
8c80b6307f8a958b9cfe577662b9f869352c222e80aeb5ca5df5c4d9d9ef6b9c,0.004517731722444296,,random_3_regular,m3:random_3_regular:n18:p2:g92000:a5,0.0058339438401162624,18,372.47283300000004,2,0.0415581613779068
faff6a5484f84ed37a62f49c2493044e8ba180c46b959ece3099b9bdabf24316,0.0237918421626091,,random_3_regular,m3:random_3_regular:n18:p2:g92000:a7,0.0051278006285429,18,368.137959,2,0.0551181361079216
5457705891ab62e4893a5b56533e72e9ce22eb8d0dd8edc59a8cd120c7bf62e8,0.0021232322324067354,,random_3_regular,m3:random_3_regular:n18:p2:g92000:a11,0.0042665270157158375,18,376.83804100000003,2,0.0236036516726017
427a1995c8b08e99bd9b93305222d74002ccb308775ca21ceccc1bee05677fd5,0.00788201205432415,,random_3_regular,m3:random_3_regular:n18:p2:g92001:a3,0.0025643242988735437,18,378.870707,2,0.04809005185961723
e4cb0f7efb81cd59f0100adcbf81f789aff2939dfe5703ec77ae6cd7d9407e30,0.007039953023195267,,random_3_regular,m3:random_3_regular:n18:p2:g92001:a5,0.0046022203750908375,18,378.782415,2,0.06411968916654587
d602d334f20471ae5e07b3c7a68403b8b950bef8c29e0ad7e89e25a2c78eba5e,0.0216030552983284,,random_3_regular,m3:random_3_regular:n18:p2:g92001:a7,0.0031043158378452063,18,374.667,2,0.0694173201918602
f4e46ef5c27b1caa29b26b5aa9abfcc77dbf0f410c00fe75967c541bef967801,0.011323152109980583,,random_3_regular,m3:random_3_regular:n18:p2:g92001:a11,0.0051320395432412624,18,380.51420800000005,2,0.042356137186288834
e428daec18b52888b45025b662a09f881f94926995cb120c01a3b0dcaeb87f7d,0.018904509022831917,,random_3_regular,m3:random_3_regular:n18:p3:g92000:a3,0.0025914509315043688,18,376.46233399999994,3,0.0431009940803051
48aa25e3d9749c20951a5e122d59726282b7f1a106e92871cfb713c2b8cd6322,0.0124037005007267,,random_3_regular,m3:random_3_regular:n18:p3:g92000:a5,0.003704494796693325,18,378.792666,3,0.05213532596826553
2bfe56c67af093bed60ae0b04f640423ed0bad1732acc30f15cf6ef6ed53c0ee,0.01025390625,,random_3_regular,m3:random_3_regular:n18:p3:g92000:a7,0.0058424207381904125,18,385.931249,3,0.027081524953246117
20579764d3dbe5ded6df932e3ec295d8e3cfd1ec5912a6777b16f08418f33143,0.00853813998401165,,random_3_regular,m3:random_3_regular:n18:p3:g92000:a11,0.002666897140443325,18,377.340959,3,0.01775444857776165
bcb9c944e8007b7711080bb6eb60be30f4539ccc7ade0130cb910b1b505f70eb,0.0183088518679142,,random_3_regular,m3:random_3_regular:n18:p3:g92001:a3,0.0031288994941860437,18,407.20283300000006,3,0.074127197265625
a7d772faf73293f5639cb055fbf8976a9327d1f0dcffc47117749e7cd72ca075,0.014897664077579975,,random_3_regular,m3:random_3_regular:n18:p3:g92001:a5,0.0055703055113554,18,398.106582,3,0.0617302805185318
1136411e4812c94862683096dd3b73d98d7d2e49c01f2f6eaae420fdef70ecfb,0.009017379023134708,,random_3_regular,m3:random_3_regular:n18:p3:g92001:a7,0.008204142563045025,18,394.547418,3,0.03598813712596893
47ef68fd06d4d65deaeb5dd1bdf940086c3a40a397ab87510d7ea41238a951d0,0.0156572125852108,,random_3_regular,m3:random_3_regular:n18:p3:g92001:a11,0.0030305651016533375,18,395.762292,3,0.0323588065803051
10af9defef372d34f2ee96712f7a803dd852a632a228bd17fb084f0371c17ca6,0.04216257855296135,,random_3_regular,m3:random_3_regular:n20:p1:g92000:a3,0.0038047791458666325,20,439.812166,1,0.0843251571059227
3832d696b3307805f6126f3d96f1874a85c2d4bf3041088302575be1800ce6e5,0.04649200290441513,,random_3_regular,m3:random_3_regular:n20:p1:g92000:a5,0.0060295104049146175,20,430.241792,1,0.09370218962430954
b5826703ee955d2b5902a7dc1e28192bd12bb0a00b16ccb6e30e7a7aabab56cd,0.005481465719640255,,random_3_regular,m3:random_3_regular:n20:p1:g92000:a7,0.0030830383766442537,20,431.48845900000003,1,0.0351206474006176
a18306175a995c7c2d174a4b05793258db6b9ac03b72f5ee3d55bf87fa57289b,0.01711222343146801,,random_3_regular,m3:random_3_regular:n20:p1:g92000:a11,0.0025512694846838713,20,431.87100100000004,1,0.03422444686293602
bec47e9a62b4aa2431977a6868e0a24984acec120d7a85c523b0040392c7fb57,0.04399465024471283,,random_3_regular,m3:random_3_regular:n20:p1:g92001:a3,0.0057929991744458675,20,431.86733499999997,1,0.08798930048942566
95fcdb9ff73d2b6645f60fe3ff551dae293c0ef6d7a58cefe5301061168fb424,0.045928955078125,,random_3_regular,m3:random_3_regular:n20:p1:g92001:a5,0.005238342098891735,20,419.96470800000003,1,0.09291178733110428
4ef5d06245754aace82efada2afc4be18ff453c72dfe1977eb08436c133e8906,0.009762573055922985,,random_3_regular,m3:random_3_regular:n20:p1:g92001:a7,0.0033935545943677425,20,425.622416,1,0.0389912910759449
aeb0c517edd2c6ae6689440d8f58bd2449e355e6e0106dadc5513aeba666ee36,0.0171330776065588,,random_3_regular,m3:random_3_regular:n20:p1:g92001:a11,0.002613067626953125,20,420.53308400000003,1,0.0342661552131176
5135a425cb82c36816e5605ec24b7b82fc70113cd78b0d7eef8f30890a71e9a4,0.006870015524327755,,random_3_regular,m3:random_3_regular:n20:p2:g92000:a3,0.0025886534713208675,20,428.15937599999995,2,0.05146382749080658
88ae9b7ef1f39e022d0eec02219a0a7760631c2665ba006dc960c4009e42b0d5,0.0034591674339026213,,random_3_regular,m3:random_3_regular:n20:p2:g92000:a5,0.0045600892044603825,20,420.571125,2,0.05634256824851036
83a6a7334d8d7e14190efc67ef3b5f7ed037e737c57347638848ff9f909e5014,0.01831410638988018,,random_3_regular,m3:random_3_regular:n20:p2:g92000:a7,0.003078460693359375,20,433.460749,2,0.04730326309800148
adfb68003360935cfb70b25ed88714e1d4ae6034e00107852da10b91e68fc3a6,0.0012695312034338713,,random_3_regular,m3:random_3_regular:n20:p2:g92000:a11,0.0027343749534338713,20,431.031834,2,0.02598470076918602
7d50a0a4afc80395239e45a303ee9f2055beb3feca6afde392ef029138c622d3,0.00541636161506176,,random_3_regular,m3:random_3_regular:n20:p2:g92001:a3,0.0030357360374182463,20,437.21883299999996,2,0.02478739432990551
ae20c0ed227332d9bfb721b413a36a37a307c815fd87ed9d790f83f6b95fb502,0.0005060831899754703,,random_3_regular,m3:random_3_regular:n20:p2:g92001:a5,0.00490646343678236,20,438.095708,2,0.04602152481675148
40b2d90b51b1bb0fef61076f283014da4170b0358cb98b8f04213bc3f4b9efc6,0.01853586919605732,,random_3_regular,m3:random_3_regular:n20:p2:g92001:a7,0.0033348083961755037,20,418.64470900000003,2,0.0476531982421875
910349e55efc62faa7fc74c81c622477cb119f38ed3a78deb18d464b565aea29,0.0023208619095385075,,random_3_regular,m3:random_3_regular:n20:p2:g92001:a11,0.0044761658646166325,20,428.303,2,0.02522888220846653
06137fc8c800baabf20efa5466ad5d6306cdd17bfc943be0ed2e8a7cc0b8b2c0,0.009122212417423725,,random_3_regular,m3:random_3_regular:n20:p3:g92000:a3,0.0037834167014807463,20,420.211624,3,0.05258890613913536
