circuit_hash,energy_error_per_edge,exact_tvd,graph_family,logical_id,marginal_mae,n_qubits,neural_total_ms_65536,p,zz_mae
ccc02d351b905f3ed865657ff6ecc3d6fb5e83d872788bcac175b2484bd5219e,0.1359015554189682,,random_3_regular,m3:random_3_regular:n18:p1:g92000:a3,0.0079023577272892,18,960.163332,1,0.2718031108379364
c964394520358f4d8ae8ac21c5b58c8a86d519530c5897813523f6ed43a2070b,0.10689177364110947,,random_3_regular,m3:random_3_regular:n18:p1:g92000:a5,0.0055253771133720875,18,942.889499,1,0.21378354728221893
9017dd77c8d46e4ae0833ebeb540661b56cf6bd71a592e4e99b9642f03d813f6,0.10448992997407913,,random_3_regular,m3:random_3_regular:n18:p1:g92000:a7,0.0024091931991279125,18,942.194916,1,0.20897985994815826
276e24423407a305779ff9dd618c1f3c5d81220003b86186bde12e06c55aa487,0.014729817397892475,,random_3_regular,m3:random_3_regular:n18:p1:g92000:a11,0.0045149060897529125,18,938.873582,1,0.02945963479578495
4bc03927d0b15a2eb01191f1460b5fae74191f39a02ed9c1c7c4ffde921e895d,0.15047766268253326,,random_3_regular,m3:random_3_regular:n18:p1:g92001:a3,0.0085771344602108,18,946.23929,1,0.30095532536506653
2daede2f456e1c1c8b223cde7f10f0688a0d4d3fc1b96e042bca0f52b703b424,0.09451689571142197,,random_3_regular,m3:random_3_regular:n18:p1:g92001:a5,0.004444546066224575,18,943.57125,1,0.18903379142284393
9a638d801e7a5290c1e873bd204d3c35bd10e113b41ac9379d398a3be7fb917f,0.10116351395845413,,random_3_regular,m3:random_3_regular:n18:p1:g92001:a7,0.0025990803260356188,18,977.715043,1,0.20232702791690826
77ff497eace1943ba818963769c07380b0fbee95272fb796825cf9d42b34308a,0.01585896871984005,,random_3_regular,m3:random_3_regular:n18:p1:g92001:a11,0.0046488442458212376,18,967.448167,1,0.0317179374396801
41076bb4c1f9a282589d613215cf708b44bbfc88aae53255469d6ea623d1900e,0.008173059672117233,,random_3_regular,m3:random_3_regular:n18:p2:g92000:a3,0.006625705398619175,18,958.6571240000001,2,0.017973722890019417
8c80b6307f8a958b9cfe577662b9f869352c222e80aeb5ca5df5c4d9d9ef6b9c,0.11718693375587463,,random_3_regular,m3:random_3_regular:n18:p2:g92000:a5,0.00266265869140625,18,959.843957,2,0.23437386751174927
