circuit_hash,energy_error_per_edge,exact_tvd,graph_family,logical_id,marginal_mae,n_qubits,neural_total_ms_65536,p,zz_mae
fc7ec4e3cdca87e31c57077bd868f9ac5af6b6afffb4303d3c469a03a5ed37a6,0.0032908122520893812,,random_3_regular,m3:random_3_regular:n18:p1:g93000:a13,0.0028983221855014563,18,406.45574899999997,1,0.008602566085755825
4796c8e5945a0fd1b2154da67fc262a126119cc9725bff7f137f99eb30b8919c,0.00026279024314135313,,random_3_regular,m3:random_3_regular:n18:p1:g93000:a17,0.0037477281875908375,18,403.662999,1,0.00478447787463665
795fa607a3eb36ef2c7418d2ffc3a3059afca6f982956eb0cc82d041449d6996,0.012222855351865292,,random_3_regular,m3:random_3_regular:n18:p1:g93000:a19,0.0049794516526162624,18,368.03770699999995,1,0.0327284075319767
9123560636483467843078c68c99c806248358d707dce7e379e0c24771f41ec7,0.0016055636806413531,,random_3_regular,m3:random_3_regular:n18:p1:g93000:a23,0.0048243203200399876,18,373.191334,1,0.014113814570009708
fe8c8fe3ba385558570b656bf53355e8097932391cca5b8e882bc8f2bf23fdfd,0.0037355776876211166,,random_3_regular,m3:random_3_regular:n18:p1:g93001:a13,0.002422756515443325,18,373.563248,1,0.011770742945373058
234d5e883700cca7b0b56a6b96babb880074eb95857ad8fe36af6bf06bdb16f5,0.0015620478661730886,,random_3_regular,m3:random_3_regular:n18:p1:g93001:a17,0.0027245415840297937,18,373.969251,1,0.0054931640625
afdf2d7f18a319785fe4ca4a15e6ee8e3dcaabccfe6d57e31585c77a6765cf32,0.009823834523558617,,random_3_regular,m3:random_3_regular:n18:p1:g93001:a19,0.003910488449037075,18,366.290793,1,0.03356142342090607
afde3b5b8bf0a1f84bbcc45d4846206564f4db3d6cd135554e4fef7ae48a586c,0.0007120768423192203,,random_3_regular,m3:random_3_regular:n18:p1:g93001:a23,0.00575934536755085,18,370.97116600000004,1,0.014071994461119175
785e5aa32fe445d0df12a8208f7c24f1a14f7333e45737bee85e0e298b834671,0.009605125524103642,,random_3_regular,m3:random_3_regular:n18:p2:g93000:a13,0.0035722521133720875,18,374.554084,2,0.0209621861577034
909a226c35dda971f897979a1a9e7a11b77a2fc19ca0a9f6bfd83626722e603b,0.0007335521513596177,,random_3_regular,m3:random_3_regular:n18:p2:g93000:a17,0.0023735894355922937,18,376.53208200000006,2,0.003567165695130825
4a495a08500762335fd14e32f890244f7e94d1e1dd8cddefbae0eca6a3dc26b4,0.0027980098966509104,,random_3_regular,m3:random_3_regular:n18:p2:g93000:a19,0.0041105481795966625,18,375.80295900000004,2,0.03232941776514053
8843cd30bcf6bcb64720ec158ca679be389b16b2ad2a05bb64c5984c8294d6fc,0.027685094624757767,,random_3_regular,m3:random_3_regular:n18:p2:g93000:a23,0.0044148764573037624,18,368.341416,2,0.06625479459762573
94ca78e700864f6de11aa1e40d80da1e46f9c6dde7c51d2b486669df10233af5,0.010729189030826092,,random_3_regular,m3:random_3_regular:n18:p2:g93001:a13,0.0044191149063408375,18,373.58737399999995,2,0.023599131032824516
180de1a539c5bcdfdc6f085f8b1876e7a0f11de55b20c960c41aaef41c203990,0.0009528265800327063,,random_3_regular,m3:random_3_regular:n18:p2:g93001:a17,0.0029686822090297937,18,372.769043,2,0.0035400390625
03b0c264b41b624e917ad180921b8bb270a7060a756091e45a8fb82d8604027f,0.0095231793820858,,random_3_regular,m3:random_3_regular:n18:p2:g93001:a19,0.0041190255433321,18,376.692501,2,0.058685302734375
