backend,batch_size,circuits_per_second,execute_ms_count,execute_ms_maximum,execute_ms_mean,execute_ms_median,execute_ms_minimum,execute_ms_p10,execute_ms_p90,execute_ms_std,graph_family,incremental_peak_rss_bytes_count,incremental_peak_rss_bytes_maximum,incremental_peak_rss_bytes_mean,incremental_peak_rss_bytes_median,incremental_peak_rss_bytes_minimum,incremental_peak_rss_bytes_p10,incremental_peak_rss_bytes_p90,incremental_peak_rss_bytes_std,n_qubits,p,peak_rss_bytes_count,peak_rss_bytes_maximum,peak_rss_bytes_mean,peak_rss_bytes_median,peak_rss_bytes_minimum,peak_rss_bytes_p10,peak_rss_bytes_p90,peak_rss_bytes_std,sample_count,shots,timing_mode,total_ms_count,total_ms_maximum,total_ms_mean,total_ms_median,total_ms_minimum,total_ms_p10,total_ms_p90,total_ms_std,transpile_ms_count,transpile_ms_maximum,transpile_ms_mean,transpile_ms_median,transpile_ms_minimum,transpile_ms_p10,transpile_ms_p90,transpile_ms_std
matrix_product_state,1,6.776843090730277,5,133.792875,88.1130916,132.713375,19.809166,20.1252164,133.736025,61.994043286806225,cycle,5,98304.0,49152.0,65536.0,0.0,6553.6,85196.8,40132.43994575959,20,1,5,340393984.0,340269465.6,340230144.0,340213760.0,340213760.0,340354662.4,77369.95973115147,5,4096,warm_single,5,148.896459,103.19033340000001,147.56133300000005,35.059875,35.3912918,148.7561086,61.81877041411289,5,12.132291,12.0568584,12.084125,11.970625,11.974908600000001,12.1257414,0.07593022639766056
matrix_product_state,1,3.019512837777388,5,316.32325,197.9642084,315.909625,20.73325,20.763,316.2128668,161.75511299124855,cycle,5,98304.0,42598.4,49152.0,0.0,0.0,85196.8,42724.24488273608,20,2,5,340262912.0,340217036.8,340262912.0,340099072.0,340138393.6,340262912.0,71791.09105731713,5,4096,warm_single,5,332.489874,213.66599179999997,331.179251,36.390001,36.454617400000004,332.18164079999997,161.7570460312077,5,12.542125,12.3824166,12.396208,12.248125,12.259925,12.504475000000001,0.12146364822571412
matrix_product_state,1,0.30606365671207825,3,3259.890708,3252.5070140000003,3249.177542,3248.452792,3248.597742,3257.7480748,6.404726259166073,cycle,3,5881856.0,5838165.333333333,5849088.0,5783552.0,5796659.2,5875302.4,50053.946790770984,20,3,3,341524480.0,341480789.3333333,341491712.0,341426176.0,341439283.2,341517926.4,50053.946790770984,3,4096,warm_batch,3,3278.766459,3271.0622083333333,3267.294166,3267.1259999999997,3267.1596332,3276.4720004,6.672606589782914,3,15.0675,14.7675,15.044375,14.190625,14.361375,15.062875,0.49972218844574023
matrix_product_state,8,0.40792701277410387,3,19590.125666,19572.936277666668,19566.0315,19562.651667,19563.327633599998,19585.3068328,14.98205997960841,cycle,3,14172160.0,13374805.333333334,13565952.0,12386304.0,12622233.6,14050918.4,908142.7196852559,20,3,3,349814784.0,349366954.6666667,349208576.0,349077504.0,349103718.4,349693542.4,393329.76132163365,3,4096,warm_batch,3,19636.076459000004,19618.412028000002,19611.351417,19607.808208,19608.5168498,19631.1314506,15.40008683156711,3,16.230292,16.024764333333334,16.217709,15.626292,15.744575399999999,16.2277754,0.3451445107434466
matrix_product_state,32,0.40544659256738497,3,78963.174833,78684.390347,78787.136833,78302.859375,78399.7148666,78927.967233,341.93823463813976,cycle,3,49840128.0,45755050.666666664,45580288.0,41844736.0,42591846.4,48988160.0,4000559.9358916413,20,3,3,393871360.0,391184384.0,391708672.0,387973120.0,388720230.4,393438822.4,2983867.826263087,3,4096,warm_batch,3,79101.236166,78822.610666,78925.31491599999,78441.280916,78538.087716,79066.051916,341.75481741547657,3,19.116875,18.772430666666665,18.636334,18.564083,18.5785332,19.0207668,0.30047708036443177
matrix_product_state,1,0.36414157140146913,5,2736.467667,1648.335775,2730.94875,20.481833,20.622433,2735.0595169999997,1485.8614223772513,cycle,5,1458176.0,324403.2,32768.0,16384.0,22937.6,907673.6000000001,634274.5603500112,20,3,5,342769664.0,342432153.6,342720512.0,341229568.0,341812838.4,342763110.4,673001.5935410553,5,4096,warm_single,5,2752.215002,1664.0364927999995,2746.1846669999995,36.07458400000001,36.53066760000001,2750.7263684,1485.600281104179,5,12.625875,12.3805418,12.35025,12.044417,12.1618838,12.593158200000001,0.22507456665669762
matrix_product_state,1,5.179136624976775,3,175.198333,125.12440233333332,174.183458,25.991416,55.629824400000004,174.99535799999998,85.85318414211581,cycle,3,81920.0,49152.0,65536.0,0.0,13107.2,78643.2,43347.989480482254,22,1,3,340099072.0,340055381.3333333,340033536.0,340033536.0,340033536.0,340085964.8,37837.22724161131,3,4096,warm_single,3,193.989208,144.007597,193.08237499999998,44.951208,74.5774414,193.8078414,85.78654753405083,3,15.220584,15.102250333333332,15.084583,15.001584,15.0181838,15.193383800000001,0.11056378702058581
matrix_product_state,1,2.064728375649611,3,465.763125,319.27601366666664,464.274458,27.790458,115.087258,465.4653916,252.43499342224385,cycle,3,81920.0,65536.0,65536.0,49152.0,52428.8,78643.2,16384.0,22,2,3,341508096.0,341453482.6666667,341458944.0,341393408.0,341406515.2,341498265.6,57538.71702891309,3,4096,warm_single,3,487.56741700000003,339.9969026666667,484.325208,48.098082999999995,135.343508,486.91897520000003,252.79699102618846,3,16.540625,16.153597333333334,16.139042,15.781125,15.8527084,16.4603084,0.3799591501679266
matrix_product_state,1,0.260996636536345,3,3884.289084,2574.519694666667,3813.434,25.836,783.3556000000001,3870.1180672,2207.5091262160076,cycle,3,114688.0,98304.0,114688.0,65536.0,75366.4,114688.0,28377.920431208484,22,3,3,341786624.0,341688320.0,341671936.0,341606400.0,341619507.2,341763686.4,91222.25132060707,3,4096,warm_single,3,3903.177668,2593.003972666667,3831.467,44.36725,801.7872000000001,3888.8355343999997,2207.4753595612497,3,14.681959,14.409944666666666,14.2905,14.257375,14.264,14.6036672,0.236152841525004
matrix_product_state,1,4.726751438779415,3,194.013417,138.4470696666667,192.871834,28.455958,61.339133200000006,193.7851004,95.25680703859608,cycle,3,65536.0,60074.666666666664,65536.0,49152.0,52428.8,65536.0,9459.30681040283,24,1,3,341065728.0,341005653.3333333,341000192.0,340951040.0,340960870.4,341052620.8,57538.71702891309,3,4096,warm_single,3,212.586501,157.11836133333335,211.56179100000003,47.206792,80.0777918,212.381559,95.18759011884443,3,14.900209,14.770792,14.779208,14.632959,14.6622088,14.876008800000001,0.13382362428584904
matrix_product_state,1,1.8911858917532476,3,511.980166,350.554514,509.791542,29.891834,125.8717756,511.5424412,277.7041830389671,cycle,3,98304.0,76458.66666666667,81920.0,49152.0,55705.6,95027.2,25026.973395385492,24,2,3,341131264.0,341060266.6666667,341049344.0,341000192.0,341010022.4,341114880.0,66215.1476728198,3,4096,warm_single,3,532.5548319999999,370.25062499999996,528.76875,49.428293,145.2963844,531.7976156,277.8467385748235,3,15.476625,15.303458000000001,15.420416,15.013333,15.0947496,15.4653832,0.25282256552570653
matrix_product_state,1,0.22409771467111436,3,4499.678208,2990.5022220000005,4443.901583,27.926875,911.1218166,4488.522883000001,2565.817077065944,cycle,3,180224.0,109226.66666666667,98304.0,49152.0,58982.4,163840.0,66215.1476728198,24,3,3,342573056.0,342491136.0,342474752.0,342425600.0,342435430.4,342553395.2,75080.92018615648,3,4096,warm_single,3,4518.731583000001,3009.1141110000003,4462.3391249999995,46.271625,929.4851249999998,4507.453091400001,2566.051777529989,3,15.023958,14.679986,14.58425,14.43175,14.46225,14.9360164,0.3074924634653673
matrix_product_state,1,4.375914377393568,3,212.105666,150.900889,209.648542,30.948459,66.6884756,211.6142412,103.88911618531809,cycle,3,131072.0,76458.66666666667,49152.0,49152.0,49152.0,114688.0,47296.53405201414,26,1,3,341131264.0,341082112.0,341082112.0,341032960.0,341042790.4,341121433.6,49152.0,3,4096,warm_single,3,231.082,169.798556,228.523667,49.790001,85.5367342,230.57033339999998,103.9383289351226,3,15.038458,14.947236000000002,14.910625,14.892625,14.896225000000001,15.0128914,0.07951157125223982
