best_classical_backend,graph_family,memory_lower_than_classical,n_qubits,neural_latency_budget_ms,neural_peak_memory_budget_mib,p,shots,speedup,speedup_ge_10x,speedup_ge_2x,speedup_ge_5x
statevector,cycle,False,14,10,1024,2,4096,2.8840458,False,True,False
statevector,cycle,False,14,10,2048,2,4096,2.8840458,False,True,False
statevector,cycle,False,14,10,4096,2,4096,2.8840458,False,True,False
statevector,cycle,True,14,25,256,2,4096,1.1536183199999999,False,False,False
statevector,cycle,False,14,25,512,2,4096,1.1536183199999999,False,False,False
statevector,cycle,False,14,25,1024,2,4096,1.1536183199999999,False,False,False
statevector,cycle,False,14,25,2048,2,4096,1.1536183199999999,False,False,False
statevector,cycle,False,14,25,4096,2,4096,1.1536183199999999,False,False,False
statevector,cycle,True,14,50,256,2,4096,0.5768091599999999,False,False,False
statevector,cycle,False,14,50,512,2,4096,0.5768091599999999,False,False,False
statevector,cycle,False,14,50,1024,2,4096,0.5768091599999999,False,False,False
statevector,cycle,False,14,50,2048,2,4096,0.5768091599999999,False,False,False
statevector,cycle,False,14,50,4096,2,4096,0.5768091599999999,False,False,False
statevector,cycle,True,14,100,256,2,4096,0.28840457999999997,False,False,False
statevector,cycle,False,14,100,512,2,4096,0.28840457999999997,False,False,False
statevector,cycle,False,14,100,1024,2,4096,0.28840457999999997,False,False,False
statevector,cycle,False,14,100,2048,2,4096,0.28840457999999997,False,False,False
statevector,cycle,False,14,100,4096,2,4096,0.28840457999999997,False,False,False
statevector,cycle,True,14,250,256,2,4096,0.115361832,False,False,False
statevector,cycle,False,14,250,512,2,4096,0.115361832,False,False,False
statevector,cycle,False,14,250,1024,2,4096,0.115361832,False,False,False
statevector,cycle,False,14,250,2048,2,4096,0.115361832,False,False,False
statevector,cycle,False,14,250,4096,2,4096,0.115361832,False,False,False
statevector,cycle,True,14,500,256,2,4096,0.057680916,False,False,False
statevector,cycle,False,14,500,512,2,4096,0.057680916,False,False,False
statevector,cycle,False,14,500,1024,2,4096,0.057680916,False,False,False
statevector,cycle,False,14,500,2048,2,4096,0.057680916,False,False,False
statevector,cycle,False,14,500,4096,2,4096,0.057680916,False,False,False
statevector,cycle,True,14,10,256,3,4096,2.92065205,False,True,False
statevector,cycle,False,14,10,512,3,4096,2.92065205,False,True,False
statevector,cycle,False,14,10,1024,3,4096,2.92065205,False,True,False
statevector,cycle,False,14,10,2048,3,4096,2.92065205,False,True,False
statevector,cycle,False,14,10,4096,3,4096,2.92065205,False,True,False
statevector,cycle,True,14,25,256,3,4096,1.16826082,False,False,False
statevector,cycle,False,14,25,512,3,4096,1.16826082,False,False,False
statevector,cycle,False,14,25,1024,3,4096,1.16826082,False,False,False
statevector,cycle,False,14,25,2048,3,4096,1.16826082,False,False,False
statevector,cycle,False,14,25,4096,3,4096,1.16826082,False,False,False
statevector,cycle,True,14,50,256,3,4096,0.58413041,False,False,False
statevector,cycle,False,14,50,512,3,4096,0.58413041,False,False,False
statevector,cycle,False,14,50,1024,3,4096,0.58413041,False,False,False
statevector,cycle,False,14,50,2048,3,4096,0.58413041,False,False,False
statevector,cycle,False,14,50,4096,3,4096,0.58413041,False,False,False
statevector,cycle,True,14,100,256,3,4096,0.292065205,False,False,False
statevector,cycle,False,14,100,512,3,4096,0.292065205,False,False,False
statevector,cycle,False,14,100,1024,3,4096,0.292065205,False,False,False
statevector,cycle,False,14,100,2048,3,4096,0.292065205,False,False,False
statevector,cycle,False,14,100,4096,3,4096,0.292065205,False,False,False
statevector,cycle,True,14,250,256,3,4096,0.116826082,False,False,False
statevector,cycle,False,14,250,512,3,4096,0.116826082,False,False,False
statevector,cycle,False,14,250,1024,3,4096,0.116826082,False,False,False
statevector,cycle,False,14,250,2048,3,4096,0.116826082,False,False,False
statevector,cycle,False,14,250,4096,3,4096,0.116826082,False,False,False
statevector,cycle,True,14,500,256,3,4096,0.058413041,False,False,False
statevector,cycle,False,14,500,512,3,4096,0.058413041,False,False,False
statevector,cycle,False,14,500,1024,3,4096,0.058413041,False,False,False
statevector,cycle,False,14,500,2048,3,4096,0.058413041,False,False,False
statevector,cycle,False,14,500,4096,3,4096,0.058413041,False,False,False
statevector,cycle,True,16,10,256,1,4096,3.07331245,False,True,False
statevector,cycle,False,16,10,512,1,4096,3.07331245,False,True,False
statevector,cycle,False,16,10,1024,1,4096,3.07331245,False,True,False
statevector,cycle,False,16,10,2048,1,4096,3.07331245,False,True,False
statevector,cycle,False,16,10,4096,1,4096,3.07331245,False,True,False
statevector,cycle,True,16,25,256,1,4096,1.22932498,False,False,False
statevector,cycle,False,16,25,512,1,4096,1.22932498,False,False,False
statevector,cycle,False,16,25,1024,1,4096,1.22932498,False,False,False
statevector,cycle,False,16,25,2048,1,4096,1.22932498,False,False,False
statevector,cycle,False,16,25,4096,1,4096,1.22932498,False,False,False
statevector,cycle,True,16,50,256,1,4096,0.61466249,False,False,False
statevector,cycle,False,16,50,512,1,4096,0.61466249,False,False,False
statevector,cycle,False,16,50,1024,1,4096,0.61466249,False,False,False
statevector,cycle,False,16,50,2048,1,4096,0.61466249,False,False,False
statevector,cycle,False,16,50,4096,1,4096,0.61466249,False,False,False
statevector,cycle,True,16,100,256,1,4096,0.307331245,False,False,False
statevector,cycle,False,16,100,512,1,4096,0.307331245,False,False,False
statevector,cycle,False,16,100,1024,1,4096,0.307331245,False,False,False
statevector,cycle,False,16,100,2048,1,4096,0.307331245,False,False,False
statevector,cycle,False,16,100,4096,1,4096,0.307331245,False,False,False
statevector,cycle,True,16,250,256,1,4096,0.122932498,False,False,False
statevector,cycle,False,16,250,512,1,4096,0.122932498,False,False,False
statevector,cycle,False,16,250,1024,1,4096,0.122932498,False,False,False
statevector,cycle,False,16,250,2048,1,4096,0.122932498,False,False,False
statevector,cycle,False,16,250,4096,1,4096,0.122932498,False,False,False
statevector,cycle,True,16,500,256,1,4096,0.061466249,False,False,False
statevector,cycle,False,16,500,512,1,4096,0.061466249,False,False,False
statevector,cycle,False,16,500,1024,1,4096,0.061466249,False,False,False
statevector,cycle,False,16,500,2048,1,4096,0.061466249,False,False,False
statevector,cycle,False,16,500,4096,1,4096,0.061466249,False,False,False
statevector,cycle,True,16,10,256,2,4096,3.36786045,False,True,False
statevector,cycle,False,16,10,512,2,4096,3.36786045,False,True,False
statevector,cycle,False,16,10,1024,2,4096,3.36786045,False,True,False
statevector,cycle,False,16,10,2048,2,4096,3.36786045,False,True,False
statevector,cycle,False,16,10,4096,2,4096,3.36786045,False,True,False
statevector,cycle,True,16,25,256,2,4096,1.34714418,False,False,False
statevector,cycle,False,16,25,512,2,4096,1.34714418,False,False,False
statevector,cycle,False,16,25,1024,2,4096,1.34714418,False,False,False
statevector,cycle,False,16,25,2048,2,4096,1.34714418,False,False,False
statevector,cycle,False,16,25,4096,2,4096,1.34714418,False,False,False
statevector,cycle,True,16,50,256,2,4096,0.67357209,False,False,False
statevector,cycle,False,16,50,512,2,4096,0.67357209,False,False,False
statevector,cycle,False,16,50,1024,2,4096,0.67357209,False,False,False
statevector,cycle,False,16,50,2048,2,4096,0.67357209,False,False,False
statevector,cycle,False,16,50,4096,2,4096,0.67357209,False,False,False
statevector,cycle,True,16,100,256,2,4096,0.336786045,False,False,False
statevector,cycle,False,16,100,512,2,4096,0.336786045,False,False,False
statevector,cycle,False,16,100,1024,2,4096,0.336786045,False,False,False
statevector,cycle,False,16,100,2048,2,4096,0.336786045,False,False,False
statevector,cycle,False,16,100,4096,2,4096,0.336786045,False,False,False
statevector,cycle,True,16,250,256,2,4096,0.134714418,False,False,False
statevector,cycle,False,16,250,512,2,4096,0.134714418,False,False,False
statevector,cycle,False,16,250,1024,2,4096,0.134714418,False,False,False
statevector,cycle,False,16,250,2048,2,4096,0.134714418,False,False,False
statevector,cycle,False,16,250,4096,2,4096,0.134714418,False,False,False
statevector,cycle,True,16,500,256,2,4096,0.067357209,False,False,False
statevector,cycle,False,16,500,512,2,4096,0.067357209,False,False,False
statevector,cycle,False,16,500,1024,2,4096,0.067357209,False,False,False
statevector,cycle,False,16,500,2048,2,4096,0.067357209,False,False,False
statevector,cycle,False,16,500,4096,2,4096,0.067357209,False,False,False
statevector,cycle,True,16,10,256,3,4096,3.69928125,False,True,False
statevector,cycle,False,16,10,512,3,4096,3.69928125,False,True,False
statevector,cycle,False,16,10,1024,3,4096,3.69928125,False,True,False
statevector,cycle,False,16,10,2048,3,4096,3.69928125,False,True,False
statevector,cycle,False,16,10,4096,3,4096,3.69928125,False,True,False
statevector,cycle,True,16,25,256,3,4096,1.4797125,False,False,False
statevector,cycle,False,16,25,512,3,4096,1.4797125,False,False,False
statevector,cycle,False,16,25,1024,3,4096,1.4797125,False,False,False
statevector,cycle,False,16,25,2048,3,4096,1.4797125,False,False,False
statevector,cycle,False,16,25,4096,3,4096,1.4797125,False,False,False
statevector,cycle,True,16,50,256,3,4096,0.73985625,False,False,False
statevector,cycle,False,16,50,512,3,4096,0.73985625,False,False,False
statevector,cycle,False,16,50,1024,3,4096,0.73985625,False,False,False
statevector,cycle,False,16,50,2048,3,4096,0.73985625,False,False,False
statevector,cycle,False,16,50,4096,3,4096,0.73985625,False,False,False
statevector,cycle,True,16,100,256,3,4096,0.369928125,False,False,False
statevector,cycle,False,16,100,512,3,4096,0.369928125,False,False,False
statevector,cycle,False,16,100,1024,3,4096,0.369928125,False,False,False
statevector,cycle,False,16,100,2048,3,4096,0.369928125,False,False,False
statevector,cycle,False,16,100,4096,3,4096,0.369928125,False,False,False
statevector,cycle,True,16,250,256,3,4096,0.14797125,False,False,False
statevector,cycle,False,16,250,512,3,4096,0.14797125,False,False,False
statevector,cycle,False,16,250,1024,3,4096,0.14797125,False,False,False
statevector,cycle,False,16,250,2048,3,4096,0.14797125,False,False,False
statevector,cycle,False,16,250,4096,3,4096,0.14797125,False,False,False
statevector,cycle,True,16,500,256,3,4096,0.073985625,False,False,False
statevector,cycle,False,16,500,512,3,4096,0.073985625,False,False,False
statevector,cycle,False,16,500,1024,3,4096,0.073985625,False,False,False
statevector,cycle,False,16,500,2048,3,4096,0.073985625,False,False,False
statevector,cycle,False,16,500,4096,3,4096,0.073985625,False,False,False
statevector,cycle,True,18,10,256,1,4096,4.0276376,False,True,False
statevector,cycle,False,18,10,512,1,4096,4.0276376,False,True,False
statevector,cycle,False,18,10,1024,1,4096,4.0276376,False,True,False
statevector,cycle,False,18,10,2048,1,4096,4.0276376,False,True,False
statevector,cycle,False,18,10,4096,1,4096,4.0276376,False,True,False
statevector,cycle,True,18,25,256,1,4096,1.6110550399999999,False,False,False
statevector,cycle,False,18,25,512,1,4096,1.6110550399999999,False,False,False
statevector,cycle,False,18,25,1024,1,4096,1.6110550399999999,False,False,False
statevector,cycle,False,18,25,2048,1,4096,1.6110550399999999,False,False,False
statevector,cycle,False,18,25,4096,1,4096,1.6110550399999999,False,False,False
statevector,cycle,True,18,50,256,1,4096,0.8055275199999999,False,False,False
statevector,cycle,False,18,50,512,1,4096,0.8055275199999999,False,False,False
statevector,cycle,False,18,50,1024,1,4096,0.8055275199999999,False,False,False
statevector,cycle,False,18,50,2048,1,4096,0.8055275199999999,False,False,False
statevector,cycle,False,18,50,4096,1,4096,0.8055275199999999,False,False,False
statevector,cycle,True,18,100,256,1,4096,0.40276375999999997,False,False,False
statevector,cycle,False,18,100,512,1,4096,0.40276375999999997,False,False,False
statevector,cycle,False,18,100,1024,1,4096,0.40276375999999997,False,False,False
statevector,cycle,False,18,100,2048,1,4096,0.40276375999999997,False,False,False
statevector,cycle,False,18,100,4096,1,4096,0.40276375999999997,False,False,False
statevector,cycle,True,18,250,256,1,4096,0.16110550399999998,False,False,False
statevector,cycle,False,18,250,512,1,4096,0.16110550399999998,False,False,False
statevector,cycle,False,18,250,1024,1,4096,0.16110550399999998,False,False,False
statevector,cycle,False,18,250,2048,1,4096,0.16110550399999998,False,False,False
statevector,cycle,False,18,250,4096,1,4096,0.16110550399999998,False,False,False
statevector,cycle,True,18,500,256,1,4096,0.08055275199999999,False,False,False
statevector,cycle,False,18,500,512,1,4096,0.08055275199999999,False,False,False
statevector,cycle,False,18,500,1024,1,4096,0.08055275199999999,False,False,False
statevector,cycle,False,18,500,2048,1,4096,0.08055275199999999,False,False,False
statevector,cycle,False,18,500,4096,1,4096,0.08055275199999999,False,False,False
statevector,cycle,True,18,10,256,2,4096,5.6222208,False,True,True
statevector,cycle,False,18,10,512,2,4096,5.6222208,False,True,True
statevector,cycle,False,18,10,1024,2,4096,5.6222208,False,True,True
statevector,cycle,False,18,10,2048,2,4096,5.6222208,False,True,True
statevector,cycle,False,18,10,4096,2,4096,5.6222208,False,True,True
statevector,cycle,True,18,25,256,2,4096,2.2488883200000003,False,True,False
statevector,cycle,False,18,25,512,2,4096,2.2488883200000003,False,True,False
statevector,cycle,False,18,25,1024,2,4096,2.2488883200000003,False,True,False
statevector,cycle,False,18,25,2048,2,4096,2.2488883200000003,False,True,False
statevector,cycle,False,18,25,4096,2,4096,2.2488883200000003,False,True,False
statevector,cycle,True,18,50,256,2,4096,1.1244441600000001,False,False,False
statevector,cycle,False,18,50,512,2,4096,1.1244441600000001,False,False,False
statevector,cycle,False,18,50,1024,2,4096,1.1244441600000001,False,False,False
statevector,cycle,False,18,50,2048,2,4096,1.1244441600000001,False,False,False
statevector,cycle,False,18,50,4096,2,4096,1.1244441600000001,False,False,False
statevector,cycle,True,18,100,256,2,4096,0.5622220800000001,False,False,False
statevector,cycle,False,18,100,512,2,4096,0.5622220800000001,False,False,False
statevector,cycle,False,18,100,1024,2,4096,0.5622220800000001,False,False,False
statevector,cycle,False,18,100,2048,2,4096,0.5622220800000001,False,False,False
statevector,cycle,False,18,100,4096,2,4096,0.5622220800000001,False,False,False
statevector,cycle,True,18,250,256,2,4096,0.224888832,False,False,False
statevector,cycle,False,18,250,512,2,4096,0.224888832,False,False,False
statevector,cycle,False,18,250,1024,2,4096,0.224888832,False,False,False
statevector,cycle,False,18,250,2048,2,4096,0.224888832,False,False,False
statevector,cycle,False,18,250,4096,2,4096,0.224888832,False,False,False
statevector,cycle,True,18,500,256,2,4096,0.112444416,False,False,False
statevector,cycle,False,18,500,512,2,4096,0.112444416,False,False,False
statevector,cycle,False,18,500,1024,2,4096,0.112444416,False,False,False
statevector,cycle,False,18,500,2048,2,4096,0.112444416,False,False,False
statevector,cycle,False,18,500,4096,2,4096,0.112444416,False,False,False
statevector,cycle,True,18,10,256,3,4096,6.9076374000000005,False,True,True
statevector,cycle,False,18,10,512,3,4096,6.9076374000000005,False,True,True
statevector,cycle,False,18,10,1024,3,4096,6.9076374000000005,False,True,True
statevector,cycle,False,18,10,2048,3,4096,6.9076374000000005,False,True,True
statevector,cycle,False,18,10,4096,3,4096,6.9076374000000005,False,True,True
statevector,cycle,True,18,25,256,3,4096,2.76305496,False,True,False
statevector,cycle,False,18,25,512,3,4096,2.76305496,False,True,False
statevector,cycle,False,18,25,1024,3,4096,2.76305496,False,True,False
statevector,cycle,False,18,25,2048,3,4096,2.76305496,False,True,False
statevector,cycle,False,18,25,4096,3,4096,2.76305496,False,True,False
statevector,cycle,True,18,50,256,3,4096,1.38152748,False,False,False
statevector,cycle,False,18,50,512,3,4096,1.38152748,False,False,False
statevector,cycle,False,18,50,1024,3,4096,1.38152748,False,False,False
statevector,cycle,False,18,50,2048,3,4096,1.38152748,False,False,False
statevector,cycle,False,18,50,4096,3,4096,1.38152748,False,False,False
statevector,cycle,True,18,100,256,3,4096,0.69076374,False,False,False
statevector,cycle,False,18,100,512,3,4096,0.69076374,False,False,False
statevector,cycle,False,18,100,1024,3,4096,0.69076374,False,False,False
statevector,cycle,False,18,100,2048,3,4096,0.69076374,False,False,False
statevector,cycle,False,18,100,4096,3,4096,0.69076374,False,False,False
statevector,cycle,True,18,250,256,3,4096,0.276305496,False,False,False
statevector,cycle,False,18,250,512,3,4096,0.276305496,False,False,False
statevector,cycle,False,18,250,1024,3,4096,0.276305496,False,False,False
statevector,cycle,False,18,250,2048,3,4096,0.276305496,False,False,False
statevector,cycle,False,18,250,4096,3,4096,0.276305496,False,False,False
statevector,cycle,True,18,500,256,3,4096,0.138152748,False,False,False
statevector,cycle,False,18,500,512,3,4096,0.138152748,False,False,False
statevector,cycle,False,18,500,1024,3,4096,0.138152748,False,False,False
statevector,cycle,False,18,500,2048,3,4096,0.138152748,False,False,False
statevector,cycle,False,18,500,4096,3,4096,0.138152748,False,False,False
statevector,cycle,True,20,10,256,1,4096,8.5260709,False,True,True
statevector,cycle,False,20,10,512,1,4096,8.5260709,False,True,True
statevector,cycle,False,20,10,1024,1,4096,8.5260709,False,True,True
statevector,cycle,False,20,10,2048,1,4096,8.5260709,False,True,True
statevector,cycle,False,20,10,4096,1,4096,8.5260709,False,True,True
statevector,cycle,True,20,25,256,1,4096,3.41042836,False,True,False
statevector,cycle,False,20,25,512,1,4096,3.41042836,False,True,False
statevector,cycle,False,20,25,1024,1,4096,3.41042836,False,True,False
statevector,cycle,False,20,25,2048,1,4096,3.41042836,False,True,False
statevector,cycle,False,20,25,4096,1,4096,3.41042836,False,True,False
statevector,cycle,True,20,50,256,1,4096,1.70521418,False,False,False
statevector,cycle,False,20,50,512,1,4096,1.70521418,False,False,False
statevector,cycle,False,20,50,1024,1,4096,1.70521418,False,False,False
statevector,cycle,False,20,50,2048,1,4096,1.70521418,False,False,False
statevector,cycle,False,20,50,4096,1,4096,1.70521418,False,False,False
statevector,cycle,True,20,100,256,1,4096,0.85260709,False,False,False
statevector,cycle,False,20,100,512,1,4096,0.85260709,False,False,False
statevector,cycle,False,20,100,1024,1,4096,0.85260709,False,False,False
statevector,cycle,False,20,100,2048,1,4096,0.85260709,False,False,False
statevector,cycle,False,20,100,4096,1,4096,0.85260709,False,False,False
statevector,cycle,True,20,250,256,1,4096,0.341042836,False,False,False
statevector,cycle,False,20,250,512,1,4096,0.341042836,False,False,False
statevector,cycle,False,20,250,1024,1,4096,0.341042836,False,False,False
statevector,cycle,False,20,250,2048,1,4096,0.341042836,False,False,False
statevector,cycle,False,20,250,4096,1,4096,0.341042836,False,False,False
statevector,cycle,True,20,500,256,1,4096,0.170521418,False,False,False
statevector,cycle,False,20,500,512,1,4096,0.170521418,False,False,False
statevector,cycle,False,20,500,1024,1,4096,0.170521418,False,False,False
statevector,cycle,False,20,500,2048,1,4096,0.170521418,False,False,False
statevector,cycle,False,20,500,4096,1,4096,0.170521418,False,False,False
statevector,cycle,True,20,10,256,2,4096,15.535595699999998,True,True,True
statevector,cycle,False,20,10,512,2,4096,15.535595699999998,True,True,True
statevector,cycle,False,20,10,1024,2,4096,15.535595699999998,True,True,True
statevector,cycle,False,20,10,2048,2,4096,15.535595699999998,True,True,True
statevector,cycle,False,20,10,4096,2,4096,15.535595699999998,True,True,True
statevector,cycle,True,20,25,256,2,4096,6.21423828,False,True,True
statevector,cycle,False,20,25,512,2,4096,6.21423828,False,True,True
statevector,cycle,False,20,25,1024,2,4096,6.21423828,False,True,True
statevector,cycle,False,20,25,2048,2,4096,6.21423828,False,True,True
statevector,cycle,False,20,25,4096,2,4096,6.21423828,False,True,True
statevector,cycle,True,20,50,256,2,4096,3.10711914,False,True,False
statevector,cycle,False,20,50,512,2,4096,3.10711914,False,True,False
statevector,cycle,False,20,50,1024,2,4096,3.10711914,False,True,False
statevector,cycle,False,20,50,2048,2,4096,3.10711914,False,True,False
statevector,cycle,False,20,50,4096,2,4096,3.10711914,False,True,False
statevector,cycle,True,20,100,256,2,4096,1.55355957,False,False,False
statevector,cycle,False,20,100,512,2,4096,1.55355957,False,False,False
statevector,cycle,False,20,100,1024,2,4096,1.55355957,False,False,False
statevector,cycle,False,20,100,2048,2,4096,1.55355957,False,False,False
statevector,cycle,False,20,100,4096,2,4096,1.55355957,False,False,False
statevector,cycle,True,20,250,256,2,4096,0.621423828,False,False,False
statevector,cycle,False,20,250,512,2,4096,0.621423828,False,False,False
statevector,cycle,False,20,250,1024,2,4096,0.621423828,False,False,False
statevector,cycle,False,20,250,2048,2,4096,0.621423828,False,False,False
statevector,cycle,False,20,250,4096,2,4096,0.621423828,False,False,False
statevector,cycle,True,20,500,256,2,4096,0.310711914,False,False,False
statevector,cycle,False,20,500,512,2,4096,0.310711914,False,False,False
statevector,cycle,False,20,500,1024,2,4096,0.310711914,False,False,False
statevector,cycle,False,20,500,2048,2,4096,0.310711914,False,False,False
statevector,cycle,False,20,500,4096,2,4096,0.310711914,False,False,False
statevector,cycle,True,20,10,256,3,4096,21.5712667,True,True,True
statevector,cycle,False,20,10,512,3,4096,21.5712667,True,True,True
statevector,cycle,False,20,10,1024,3,4096,21.5712667,True,True,True
statevector,cycle,False,20,10,2048,3,4096,21.5712667,True,True,True
statevector,cycle,False,20,10,4096,3,4096,21.5712667,True,True,True
statevector,cycle,True,20,25,256,3,4096,8.62850668,False,True,True
statevector,cycle,False,20,25,512,3,4096,8.62850668,False,True,True
statevector,cycle,False,20,25,1024,3,4096,8.62850668,False,True,True
statevector,cycle,False,20,25,2048,3,4096,8.62850668,False,True,True
statevector,cycle,False,20,25,4096,3,4096,8.62850668,False,True,True
statevector,cycle,True,20,50,256,3,4096,4.31425334,False,True,False
statevector,cycle,False,20,50,512,3,4096,4.31425334,False,True,False
statevector,cycle,False,20,50,1024,3,4096,4.31425334,False,True,False
statevector,cycle,False,20,50,2048,3,4096,4.31425334,False,True,False
statevector,cycle,False,20,50,4096,3,4096,4.31425334,False,True,False
statevector,cycle,True,20,100,256,3,4096,2.15712667,False,True,False
statevector,cycle,False,20,100,512,3,4096,2.15712667,False,True,False
statevector,cycle,False,20,100,1024,3,4096,2.15712667,False,True,False
statevector,cycle,False,20,100,2048,3,4096,2.15712667,False,True,False
statevector,cycle,False,20,100,4096,3,4096,2.15712667,False,True,False
statevector,cycle,True,20,250,256,3,4096,0.8628506679999999,False,False,False
statevector,cycle,False,20,250,512,3,4096,0.8628506679999999,False,False,False
statevector,cycle,False,20,250,1024,3,4096,0.8628506679999999,False,False,False
statevector,cycle,False,20,250,2048,3,4096,0.8628506679999999,False,False,False
statevector,cycle,False,20,250,4096,3,4096,0.8628506679999999,False,False,False
statevector,cycle,True,20,500,256,3,4096,0.43142533399999994,False,False,False
statevector,cycle,False,20,500,512,3,4096,0.43142533399999994,False,False,False
statevector,cycle,False,20,500,1024,3,4096,0.43142533399999994,False,False,False
statevector,cycle,False,20,500,2048,3,4096,0.43142533399999994,False,False,False
statevector,cycle,False,20,500,4096,3,4096,0.43142533399999994,False,False,False
matrix_product_state,cycle,True,22,10,256,1,4096,19.308237499999997,True,True,True
matrix_product_state,cycle,False,22,10,512,1,4096,19.308237499999997,True,True,True
matrix_product_state,cycle,False,22,10,1024,1,4096,19.308237499999997,True,True,True
matrix_product_state,cycle,False,22,10,2048,1,4096,19.308237499999997,True,True,True
matrix_product_state,cycle,False,22,10,4096,1,4096,19.308237499999997,True,True,True
matrix_product_state,cycle,True,22,25,256,1,4096,7.723294999999999,False,True,True
matrix_product_state,cycle,False,22,25,512,1,4096,7.723294999999999,False,True,True
matrix_product_state,cycle,False,22,25,1024,1,4096,7.723294999999999,False,True,True
matrix_product_state,cycle,False,22,25,2048,1,4096,7.723294999999999,False,True,True
matrix_product_state,cycle,False,22,25,4096,1,4096,7.723294999999999,False,True,True
matrix_product_state,cycle,True,22,50,256,1,4096,3.8616474999999997,False,True,False
matrix_product_state,cycle,False,22,50,512,1,4096,3.8616474999999997,False,True,False
matrix_product_state,cycle,False,22,50,1024,1,4096,3.8616474999999997,False,True,False
matrix_product_state,cycle,False,22,50,2048,1,4096,3.8616474999999997,False,True,False
matrix_product_state,cycle,False,22,50,4096,1,4096,3.8616474999999997,False,True,False
matrix_product_state,cycle,True,22,100,256,1,4096,1.9308237499999998,False,False,False
matrix_product_state,cycle,False,22,100,512,1,4096,1.9308237499999998,False,False,False
matrix_product_state,cycle,False,22,100,1024,1,4096,1.9308237499999998,False,False,False
matrix_product_state,cycle,False,22,100,2048,1,4096,1.9308237499999998,False,False,False
matrix_product_state,cycle,False,22,100,4096,1,4096,1.9308237499999998,False,False,False
matrix_product_state,cycle,True,22,250,256,1,4096,0.7723294999999999,False,False,False
matrix_product_state,cycle,False,22,250,512,1,4096,0.7723294999999999,False,False,False
matrix_product_state,cycle,False,22,250,1024,1,4096,0.7723294999999999,False,False,False
matrix_product_state,cycle,False,22,250,2048,1,4096,0.7723294999999999,False,False,False
matrix_product_state,cycle,False,22,250,4096,1,4096,0.7723294999999999,False,False,False
matrix_product_state,cycle,True,22,500,256,1,4096,0.38616474999999995,False,False,False
matrix_product_state,cycle,False,22,500,512,1,4096,0.38616474999999995,False,False,False
matrix_product_state,cycle,False,22,500,1024,1,4096,0.38616474999999995,False,False,False
matrix_product_state,cycle,False,22,500,2048,1,4096,0.38616474999999995,False,False,False
matrix_product_state,cycle,False,22,500,4096,1,4096,0.38616474999999995,False,False,False
matrix_product_state,cycle,True,22,10,256,2,4096,48.4325208,True,True,True
matrix_product_state,cycle,False,22,10,512,2,4096,48.4325208,True,True,True
matrix_product_state,cycle,False,22,10,1024,2,4096,48.4325208,True,True,True
matrix_product_state,cycle,False,22,10,2048,2,4096,48.4325208,True,True,True
matrix_product_state,cycle,False,22,10,4096,2,4096,48.4325208,True,True,True
matrix_product_state,cycle,True,22,25,256,2,4096,19.37300832,True,True,True
matrix_product_state,cycle,False,22,25,512,2,4096,19.37300832,True,True,True
matrix_product_state,cycle,False,22,25,1024,2,4096,19.37300832,True,True,True
matrix_product_state,cycle,False,22,25,2048,2,4096,19.37300832,True,True,True
matrix_product_state,cycle,False,22,25,4096,2,4096,19.37300832,True,True,True
matrix_product_state,cycle,True,22,50,256,2,4096,9.68650416,False,True,True
matrix_product_state,cycle,False,22,50,512,2,4096,9.68650416,False,True,True
matrix_product_state,cycle,False,22,50,1024,2,4096,9.68650416,False,True,True
matrix_product_state,cycle,False,22,50,2048,2,4096,9.68650416,False,True,True
matrix_product_state,cycle,False,22,50,4096,2,4096,9.68650416,False,True,True
matrix_product_state,cycle,True,22,100,256,2,4096,4.84325208,False,True,False
matrix_product_state,cycle,False,22,100,512,2,4096,4.84325208,False,True,False
matrix_product_state,cycle,False,22,100,1024,2,4096,4.84325208,False,True,False
matrix_product_state,cycle,False,22,100,2048,2,4096,4.84325208,False,True,False
matrix_product_state,cycle,False,22,100,4096,2,4096,4.84325208,False,True,False
matrix_product_state,cycle,True,22,250,256,2,4096,1.9373008319999998,False,False,False
matrix_product_state,cycle,False,22,250,512,2,4096,1.9373008319999998,False,False,False
matrix_product_state,cycle,False,22,250,1024,2,4096,1.9373008319999998,False,False,False
matrix_product_state,cycle,False,22,250,2048,2,4096,1.9373008319999998,False,False,False
matrix_product_state,cycle,False,22,250,4096,2,4096,1.9373008319999998,False,False,False
matrix_product_state,cycle,True,22,500,256,2,4096,0.9686504159999999,False,False,False
matrix_product_state,cycle,False,22,500,512,2,4096,0.9686504159999999,False,False,False
matrix_product_state,cycle,False,22,500,1024,2,4096,0.9686504159999999,False,False,False
matrix_product_state,cycle,False,22,500,2048,2,4096,0.9686504159999999,False,False,False
matrix_product_state,cycle,False,22,500,4096,2,4096,0.9686504159999999,False,False,False
statevector,cycle,True,22,10,256,3,4096,112.66952929999998,True,True,True
statevector,cycle,False,22,10,512,3,4096,112.66952929999998,True,True,True
statevector,cycle,False,22,10,1024,3,4096,112.66952929999998,True,True,True
statevector,cycle,False,22,10,2048,3,4096,112.66952929999998,True,True,True
statevector,cycle,False,22,10,4096,3,4096,112.66952929999998,True,True,True
statevector,cycle,True,22,25,256,3,4096,45.06781171999999,True,True,True
statevector,cycle,False,22,25,512,3,4096,45.06781171999999,True,True,True
statevector,cycle,False,22,25,1024,3,4096,45.06781171999999,True,True,True
